protein,f1_0_f2_0_R_0,f1_0_f2_0_R_1,f1_0_f2_0_R_2,f1_0_f2_1_R_0,f1_0_f2_1_R_1,f1_0_f2_1_R_2,f1_0_f2_2_R_0,f1_0_f2_2_R_1,f1_0_f2_2_R_2,f1_1_f2_0_R_0,f1_1_f2_0_R_1,f1_1_f2_0_R_2,f1_1_f2_1_R_0,f1_1_f2_1_R_1,f1_1_f2_1_R_2,f1_1_f2_2_R_0,f1_1_f2_2_R_1,f1_1_f2_2_R_2
slr1934,4784323.80966,4398325.05789,4686243.91838,4843586.96763,5903051.53394,5561650.8255,3244536.8054,6666394.0575,4816688.16514,1697121.89006,2333349.90527,1492163.57619,5387017.80804,4901612.87841,5208074.90669,4024263.63216,7410458.05983,4906246.78052
slr1938,1594897.5963,759327.523693,424707.944074,1438084.24861,777685.224471,1574242.97279,1133839.27134,791327.858863,1092352.73556,160987.180734,345981.961725,250895.839115,919264.185508,1001926.97142,970482.141098,1070298.42454,1199448.10886,979819.385295
slr1942,4101014.71127,2374511.84501,2307988.59542,1714135.96097,1723255.33743,2135772.77892,1176269.78841,521954.902032,1261256.88841,818740.444108,682826.428129,732405.855821,815842.0911,1176112.23292,1029850.53945,1174865.03258,4636045.50374,1044659.75193
slr1944,5335630.81059,2537424.75688,2133853.75146,2652706.66082,2731369.70757,2975424.32759,4376827.67844,5240321.71278,5336717.87686,4754812.71592,2150290.4676,3078693.6832,2355289.6258,2051271.18432,2187474.08421,4164741.32075,3004292.04752,4349832.3138
slr1945,2201580.91986,3401637.39134,4229936.61493,5631617.73359,4933723.91385,2642184.47612,898289.757326,4412676.10323,4292735.87088,6645640.99274,5215518.68949,4801463.91018,11711874.7128,3675271.89813,9870887.88074,2225757.8805,4094373.36673,2700379.11627
slr1949,511632.783865,1287527.49718,748254.21306,1461964.04855,1197971.54886,1357324.19182,1197977.87214,1005766.09773,2170359.62367,1357141.6308,1558827.87516,1380818.11671,2327457.88463,941947.698925,1411362.63832,1662381.608,2816780.21817,1660081.96083
slr1958,3236717.05958,4537384.25593,3248398.24263,1684635.0205,1773816.80509,1933954.98481,1187586.74827,790653.972966,1645062.66235,1115188.52096,1751212.30417,1577366.85121,1569936.19326,1399681.86235,1216044.59329,1587140.46457,2318773.22112,2092765.30992
slr1962,886803.773465,591114.04108,473069.518769,778673.971923,646249.515979,922760.651418,579245.989875,347370.997053,416424.154639,618995.421003,1070513.37659,801947.743525,540464.856457,162758.846395,142168.546171,670915.099829,1943438.82861,369562.454498
slr1963,9729784.78449,14501142.7777,10942920.8395,39775584.5234,29159833.3,44080323.2205,20993480.6222,15160982.065,23298699.4263,3889774.31501,11318566.4981,6141065.81385,29227452.878,47284815.5029,34197478.5787,16100272.7306,28602315.8946,15320892.5317
slr1969,47465.8059544,184814.100467,176300.3706,208701.921391,156054.852494,127194.221837,273066.199726,107348.384579,288684.325303,535288.661044,289881.890208,289388.539031,94792.1298994,67493.3194301,129527.48424,88590.3679277,169728.67834,123824.187778
slr1970,906825.779935,1269109.34967,1240570.3659,1241915.78306,1728340.57649,1922581.25303,1401740.17749,2690579.52086,2830206.53969,1232980.2919,2006818.34807,1458510.64051,1589078.30811,1032735.2552,1478594.53557,2623145.30801,1649580.70178,2429235.13968
slr1972,277317.665492,531026.399689,625826.825072,1387410.62713,1168329.89009,814497.562847,912688.565411,75760.1151034,685860.957927,243927.23616,368138.200009,225077.51861,380239.902298,125047.630779,289554.294742,172009.70203,821806.047859,145484.04642
slr1982,2801578.05818,980236.976152,2153833.65397,463750.984907,637860.305733,96391.5797203,558131.137248,162964.395046,229260.352324,342243.45972,91636.7227926,55261.3639214,77570.1292692,279175.860837,236960.506764,281616.716606,337970.88976,115368.123002
slr1986,45676247.7922,14279563.6932,19522423.8321,16453574.2839,15871471.8332,13672684.4512,20296092.0362,5950770.62268,20410529.9323,6497222.22518,4793954.19871,3554793.493,33397061.8234,5695113.803,11967501.9519,53201696.0792,24309578.0,11517714.5069
slr1992,2095048.42156,2046511.64646,584478.565188,1011551.83509,1035153.56172,1217527.82813,1458998.44203,1003227.73881,1096399.45793,1408997.91241,902673.013605,615792.965697,1450950.07177,1545188.55915,1624838.81488,1264600.11242,940818.388557,1063583.33371
slr1994,4677128.52053,1677192.88708,3435962.0507,2366541.8688,2211859.39326,2181116.57916,2074828.94318,407497.479184,2512049.6224,1284647.5482,567975.142244,830794.574395,1506392.63208,1670133.78828,1886499.35632,2092602.84914,795562.973823,2441674.28136
slr2001,4394111.07365,9441178.46339,5548684.47833,2559026.93512,3779529.78962,1666260.83323,2101729.60379,3023998.77843,3137674.92922,3788580.81853,4409556.02037,3904322.7314,4648129.15841,1458251.45027,1958718.35641,2016546.80004,2262749.30363,3113513.05417
slr2002,1322368.75048,1081543.58248,1172116.93318,1714712.04062,1451398.99335,2519748.40144,836562.07252,527869.525416,953500.225884,378088.264072,679148.026212,677707.725855,687412.425108,1279241.84385,1198506.23209,1085557.39052,945733.099465,740424.511805
slr2004,2110329.56041,3205623.72665,3595970.27835,2193787.54213,2102045.93504,2073622.89542,2951799.60402,1781324.02763,2873032.33557,1005968.06548,1476838.58859,1669102.56133,1193875.54343,2107324.72085,1919009.56939,2141321.70384,3170116.25085,1815556.46206
slr2015,1039073.60887,1031830.25786,701770.093538,319605.79918,310442.372211,365582.058402,337759.933581,333476.170817,559929.38184,317844.078309,682649.41322,456850.400042,206647.94196,535801.299274,364058.423944,560571.239473,1348489.35618,376694.766216
slr2018,312878.727482,623236.975463,484082.090488,523956.575396,242268.119836,617169.294226,447100.995618,554741.6036,453123.165059,247093.31196,376073.821008,252361.251702,332872.473928,629395.095575,623599.634309,783300.179083,1348782.76299,999423.024081
slr2024,1132961.1688,607802.45549,750648.533787,1740619.44967,1346173.98821,1791313.19306,1514103.56689,616876.250266,1713902.94245,1325007.7357,1783686.63825,1372845.28141,1920369.51763,1733500.47817,1488054.26289,1672487.94271,2037368.33429,1225638.96858
slr2025,8730349.68594,6770265.35881,14861608.9206,10536411.3353,6943656.60192,16669049.4484,5663298.72474,6243073.01154,10894802.5469,15912860.0293,14003521.0364,11959692.0079,9664612.4081,19189005.3883,7269321.21034,7423781.13162,19695534.4079,2009978.13444
slr2032,1434785.15746,8165519.34885,5396602.07281,653203.059203,1005134.33531,617846.204894,342934.964891,755196.710684,466039.003156,415430.429905,567346.290657,1092224.58128,522049.91555,617927.320536,573331.603917,479757.618295,5505689.08888,532206.149213
slr2034,2456443.32877,3233279.90333,3258334.484,3003010.9877,3503590.693,3103256.65761,2138446.37339,2746277.81947,2691439.7274,6169354.91155,6793578.40236,6818704.63805,4410085.93541,3459104.66893,3991104.43084,3130456.07033,2419403.97737,3581932.70664
slr2047,2485280.15906,2958031.01371,2335310.41861,244018.703752,158607.397425,745132.665451,303958.451757,731306.564678,456528.159949,1061111.21603,120407.086466,935235.713828,202201.521293,53112.5386541,339964.427662,385086.803738,1174009.65821,443215.966935
slr2049,2171468.8769,2922337.84918,2634531.20012,1920198.79852,1976644.5609,1863411.07915,1522254.74497,1639700.31058,2203746.24012,2090374.14169,2382182.00697,2302406.22636,3465554.06433,3679300.53944,2607748.98045,1954220.98164,3069746.55659,2095085.75352
slr2051,2288471.03241,14983595.5042,153616829.889,127572641.702,102866813.573,157093064.942,128396726.871,65335964.2325,137537425.823,75709306.2134,129223062.538,93421462.7398,140756320.769,95451483.533,93070695.1451,156789287.923,16481607.4813,141569538.426
slr2052,558368.419288,549015.425338,368045.399357,249844.671272,218618.645501,317922.477089,128255.997146,180655.473745,143798.802355,770981.056457,648599.615101,276596.407905,283922.539089,286940.484387,416163.034822,231501.245544,439070.910236,197746.60455
slr2053,1626651.2318,617521.327755,1292699.66481,226842.551022,221288.753515,324691.447318,69258.1952328,265368.15657,125041.015298,246292.035374,348027.597973,242078.268604,222483.357018,238944.510557,89809.6583473,397679.455375,430379.776498,75421.4374043
slr2058,3039393.8355,2677783.01485,2038529.4539,1530885.45317,1627680.88594,2444664.11516,1202949.54886,2599917.19106,1472337.76394,2085357.87843,2808020.04831,2399371.86098,2914180.76857,3084660.29628,477578.497461,2968732.82468,4888681.8856,2698209.71733
slr2067,22210869.156,6648856.57914,5532706.93305,2262557.75249,2581880.6935,1338254.68359,1992955.75976,1801419.59932,7102980.09257,2770522.30332,3724436.61906,2477590.03171,591664.992276,2314682.72131,2604016.81309,111245631.452,5828574.82477,2506434.40675
slr2070,2857656.84532,4935795.97199,2416096.83127,2821860.58112,2889084.90619,3049922.39051,2316514.7059,2347246.11066,2218566.20314,2066177.84836,1278015.33169,1470625.79168,1396199.71375,1147289.2737,1651699.85937,2435531.66981,4219767.21958,1829729.10186
slr2072,914044.711732,1729943.11913,1346648.62993,973199.756052,1494492.83675,888498.211713,536678.41063,1514520.89315,1144937.90673,1968439.88896,2682619.80008,2768789.08162,1457246.40862,1263626.39061,1082986.09186,1060475.82108,2444127.41559,1026447.96151
slr2073,1756066.47203,1325046.24217,663347.313856,1988659.65491,1214477.83012,2313312.98028,1082660.89969,392285.145513,1341192.4392,547787.627494,550842.775091,507860.425619,2175368.43076,1960475.26207,1584771.30906,1249168.13081,4382674.44364,1355737.89845
slr2075,68572142.3179,77171244.9282,21948717.0188,83577386.6894,67899398.4161,99331783.4389,81194604.6345,2834357.47734,60390234.3941,148954528.931,100875008.401,112253989.286,6406862.77507,105592530.33,21997349.7984,24773896.1549,4358413.65242,1812003.81389
slr2076,2532053.10279,3204271.13157,2565583.70837,8210921.57337,8510210.34621,4864724.54912,6759127.02006,4381191.3997,3059600.67306,21872476.7217,8111472.10964,4910532.63283,7481377.25731,12187131.3071,10785385.8844,3510883.96763,3284212.64125,2643101.1277
slr2087,3263222.12076,4496453.80728,5768277.42871,287963.449545,284780.30345,477422.114301,155787.244822,140575.807746,131897.357199,158557.764628,151641.867167,152262.403397,256939.570196,182634.71584,245610.272691,91385.3702593,916403.20107,212146.248043
slr2088,1952167.22137,494751.391224,456725.777331,642552.140501,341239.624277,594652.852541,496398.614431,204930.941883,480768.189872,255358.24519,296487.321303,211728.337719,529286.160299,545516.143064,531836.39604,462240.622766,506265.364754,464057.768186
slr2094,40014646.1577,60920549.0357,40830112.3471,25508993.8532,26841475.8799,24796832.6424,21432766.7186,32925115.2008,23428193.878,39064633.8585,82548905.1926,68188558.9516,38283872.0827,30664658.9472,35990859.808,33450247.4967,1048966.70229,35737378.7757
slr2097,8454825.43476,8341348.69568,8591278.06937,2588580.86369,2098263.00333,2662131.82116,3701398.68256,3165181.35318,3783950.28336,5991960.15412,3906460.52897,4183288.83909,2908678.78924,2008705.95974,1776501.24226,2821912.20901,6609355.70864,2531797.34673
slr2099,177609.859399,199206.867634,135003.792606,168360.033049,215469.266418,221828.352612,99529.4397241,262801.197702,170819.044453,147712.806142,239262.492498,166693.598872,276698.128784,214810.513967,264335.214793,204793.393616,454466.14251,210554.353422
slr2100,1862500.44808,1638231.57743,3276037.77442,2139819.01424,1897107.7982,1102663.88296,1715855.32485,457684.631887,1930970.36828,2624033.33518,2635152.76922,1590242.65503,4449261.20558,1147072.74422,7684431.71531,3895013.64954,4124587.41964,2276359.32676
slr2102,995869.441093,714341.218358,595808.987651,125420.803505,270511.081854,80946.7737685,245852.663599,46621.6703522,94346.372422,150268.883432,221762.275477,722629.747431,571301.641207,85641.3627874,86569.7101467,45006.9583076,241021.544289,138973.196803
slr2125,408659.115315,290152.242684,257578.931538,410542.720165,357027.71307,496727.102509,311628.331921,396507.473322,337390.898329,125093.4243,149898.690575,141593.814107,380763.186625,319648.376689,272475.061626,510201.309754,331030.460351,822524.394056
slr2130,3801979.17859,6241590.59182,5296817.94613,2380937.83284,2664186.76101,3054872.17304,1318826.74036,2002764.95584,2142408.39597,2477460.58307,3803153.90943,3470153.57009,3544865.81325,3001467.78148,3999270.21063,2632827.63649,4439102.89715,2493969.40453
slr2131,915971.736059,492820.727123,248392.139484,86594.3314521,84059.9797341,141281.004345,106448.155665,121181.232391,114731.735087,228801.663739,135325.163547,267896.730718,345354.269001,135604.525523,134104.776333,194221.650811,454690.532931,234890.369835
slr2136,1727134.03461,1976410.17299,1521803.44351,1352988.76434,1058604.45692,994453.471504,1570033.75955,339659.283809,835930.743289,1016841.66494,303846.36286,328735.015734,1418516.57085,1778290.37972,1677748.36353,1993713.8962,2869522.60665,1915676.0946
slr2143,166314.172909,628626.863212,888154.797342,143938.131094,177568.287138,222644.574338,94863.2828986,334657.937734,172623.167532,278256.854242,314313.479552,331687.976741,484783.009098,193434.539589,253595.645065,218383.685814,1724051.15503,233414.209237
slr2144,11077918.8082,16046787.4824,13639402.3421,3557382.27503,6502409.53211,8120504.12927,5120746.03262,7254529.43906,7101125.87388,16323101.0793,9940784.71081,13067475.3336,6847596.13135,6533682.4753,6609106.06196,7737627.83044,6736226.82606,8767764.83376
slr5023,2171071.81134,2274290.6158,2529111.03641,172230.562324,150085.211084,2877795.26558,2004466.944,2357351.17826,1657093.29705,1625985.53986,259832.666594,157850.22164,2301018.69287,2967740.50393,1992356.16316,249683.882732,4315138.33309,622944.01285
slr5088,542623.552704,249319.899541,189049.220833,802898.517276,1361361.69339,1711551.25857,182496.789695,400171.060799,936137.575312,377883.062255,525116.35864,65824.1034804,931379.287483,1239764.66783,993657.786362,785675.263526,498616.028981,598255.72168
slr5126,1329626.12423,1165965.79356,224655.457676,590207.731297,654860.489026,996385.06013,688850.640632,125446.84471,619300.611692,934015.774538,613394.778024,730823.425021,948187.304802,355247.078713,891289.650689,141280.179093,701458.208842,750931.969869
slr6012;slr6071,2215905.50996,2701214.05993,1462225.22474,1067940.90588,557241.867334,1250839.19503,820376.065847,363765.498653,2032256.61463,459887.134576,843852.819575,726347.135765,1236902.48203,1203902.17889,1029488.09748,1282846.72969,1057014.96433,1123489.61783
slr6044,679482.43764,1654964.58915,1443032.59857,239094.281874,228957.459193,387378.624543,539708.911028,746851.652828,625428.744343,1105684.72509,1002397.93544,1261715.93459,905248.908102,817421.772954,782874.040907,825136.160415,818379.950427,1046531.61949
slr6049,27668.2356959,1315316.15227,1670948.27076,463767.31463,352763.244045,195103.605605,645526.127801,140204.204312,828449.549656,467662.502051,447365.042245,566614.905445,91740.2688841,376941.887598,493475.665925,667036.669246,1119599.94311,545393.996694
slr6050,684755.868847,1229505.17121,893812.69587,313392.939486,401858.533432,310791.423796,262755.666373,230806.501604,370337.408742,381378.870575,645987.720684,667418.576498,460087.138887,431974.31197,519049.824488,471258.902853,653960.033628,505875.766884
slr6095,1426736.012,966848.593422,546715.326928,271152.687797,297969.139856,572557.423849,152228.945989,304433.612798,234917.503064,555615.012708,913860.092727,787990.873318,443462.091967,488591.198237,705837.711373,334887.744077,695345.183698,482329.914799
slr6097,156234.664991,1166829.66255,144753.196678,471259.201068,449106.084003,355505.512718,184964.213903,597103.178273,277331.317674,186413.444197,389845.430841,317535.673546,428352.305371,394276.361334,442164.784223,305001.216358,388732.073955,338361.909944
slr6101,525702.8195,544084.858146,552683.876443,331965.968587,314239.359609,357629.636196,350046.334238,40047.8371582,356981.491874,352316.551302,351547.352903,318435.346766,478116.414942,395301.450639,458854.771128,408132.655898,108391.579129,411209.980066
slr6110,1340272.00067,1447360.86388,1275358.00195,429497.204848,507156.813847,392070.464751,515903.114485,248465.12365,729886.146639,480353.028505,915867.015536,1103455.60397,1167049.20173,636732.518851,618739.060012,421295.67106,705840.100137,567174.951896
sml0006,1010323.90579,1509645.69548,838704.001605,150210.873055,73980.9865757,607293.915095,204710.771927,102812.641766,317822.490189,240811.321406,144922.038173,411411.02283,163455.364662,419236.387047,259444.787244,64854.5569892,347897.859514,159575.953586
sml0008,1384389.92152,830560.28443,749264.230636,3060542.59525,3469855.84141,745273.889848,2243850.96578,880033.815913,3314780.5847,5917713.07485,9915837.51203,9818481.67498,503107.678734,1197935.67024,1233806.08053,455098.593929,2568399.87246,3125974.9573
sml0011,1327319.43019,385264.124568,480380.43679,1254388.89994,706184.326757,1488415.48128,773443.168032,650924.592829,1321012.34596,572387.79742,992717.597271,809368.56035,2268373.73754,2425114.84948,2257077.22466,1275670.40174,590542.051629,1254451.20274
smr0006,1198815.68708,451281.029318,622668.784854,131244.842694,330951.642465,1862027.9821,931412.605023,1359441.33576,288360.475939,276519.212201,876366.863667,187586.925509,660701.765946,1045027.33899,1497001.87535,378168.22886,258656.737623,1087358.86004
